Concept(EN)	ConceptClass	Concept(IT)	SubjectCode	No.Concept	No.Phrase	Feature	RelationType	Phrase
skyscraper	building	grattacielo	s107	9		3	found_in_big_cities	sl	presente_nelle_grandi_metropoli
skyscraper	building	grattacielo	s107	9		4	has_mirrored_windows	ece	con_finestre_a_specchio
hand	bodypart	mano	s107	10		1	a_body_part	ch	parte_del_corpo_umano
hand	bodypart	mano	s107	10		2	connected_to_wrist	se	attaccata_al_polso
hand	bodypart	mano	s107	10		3	used_for_grasping	sf	permette_di_afferrare_oggetti
hand	bodypart	mano	s107	10		4	has_parts	ece	costituita_da_altre_parti
socks	clothing	calzini	s107	11		1	clothing	ch	indumenti
socks	clothing	calzini	s107	11		2	worn_on_feet	sf	si_indossano_ai_piedi
socks	clothing	calzini	s107	11		3	made_of_different_materials	em	fatti_di_diversi_tessuti
jacket	clothing	giacca	s107	12		1	clothing	ch	indumento
jacket	clothing	giacca	s107	12		2	worn_for_covering_the_upper_body	sf	copre_la_parte_superiore_del_corpo
jacket	clothing	giacca	s107	12		3	is_closed	sa	si_chiude
jacket	clothing	giacca	s107	12		4	has_buttons_in_front	ece	tramite_bottoni_sul_davanti
jacket	clothing	giacca	s107	12		5	has_zippers	ece	si_chiude_tramite_cerniera_sul_davanti
jacket	clothing	giacca	s107	12		6	made_of_different_materials	em	fatta_in_vari_tessuti
table	furniture	tavolo	s107	13		1	furniture	ch	mobile
table	furniture	tavolo	s107	13		2	has_a_board	ece	fatto_da_un'asse
table	furniture	tavolo	s107	13		3	has_4_legs	ece	sospesa_su_4_sostegni_verticali
table	furniture	tavolo	s107	13		4	used_for_holding	sf	può_essere_utilizzato_in_più_modi_come_appoggio
sweater	clothing	pullover	s107	14		1	clothing	ch	indumento
sweater	clothing	pullover	s107	14		2	is_made	sa	fatto
sweater	clothing	pullover	s107	14		3	made_of_different_materials	em	in_vari_tessuti
sweater	clothing	pullover	s107	14		4	worn_for_covering_the_upper_body	sf	ricopre_la_parte_superiore_del_corpo
sweater	clothing	pullover	s107	14		5	worn_in_winter	st	si_mette_in_inverno
rabbit	mammal	coniglio	s107	15		1	an_animal	ch	animale
rabbit	mammal	coniglio	s107	15		2	different_sizes	ese	di_piccola_taglia
rabbit	mammal	coniglio	s107	15		3	has_a_fur	ece	ricoperto_da_pelliccia
rabbit	mammal	coniglio	s107	15		4	has_long_ears	ece	con_lunghe_orecchie
rabbit	mammal	coniglio	s107	15		5	has_vertical_ears	ece	con_orecchie_verticali
church	building	chiesa	s107	16		1	a_building	ch	edificio
church	building	chiesa	s107	16		2	used_for_worshipping	sf	adibito_a_riti_religiosi_cristiani
church	building	chiesa	s107	16		3	is_large	ese	di_grandi_dimensioni
head	bodypart	testa	s107	17		1	a_body_part	ch	parte_del_corpo_umano
head	bodypart	testa	s107	17		2	has_different_parts	ece	costituito_da_varie_parti
head	bodypart	testa	s107	17		3	has_hair	ece	costituito_da_capelli
head	bodypart	testa	s107	17		4	has_a_brain	eci	costituito_da_cervello
head	bodypart	testa	s107	17		5	connected_to_neck	se	posta_sopra_al_collo
truck	vehicle	camion	s107	18		1	a_vehicle	ch	mezzo
truck	vehicle	camion	s107	18		2	used_for_transportation	sf	di_trasporto
truck	vehicle	camion	s107	18		3	is_heavy	ese	pesa_molto
truck	vehicle	camion	s107	18		4	is_large	ese	molto_grande
truck	vehicle	camion	s107	18		5	has_wheels	ece	si_muove_su_4_ruote
truck	vehicle	camion	s107	18		6	has_>_4_wheels	ece	si_muove_su_più_di_4_ruote
bed	furniture	letto	s107	19		1	furniture	ch	mobile
bed	furniture	letto	s107	19		2	used_for_sleeping	sf	si_usa_per_dormie
bed	furniture	letto	s107	19		3	has_a_frame	ece	costituito_da_un_telaio
bed	furniture	letto	s107	19		4	has_a_headboard	ece	costituito_da_testata
bed	furniture	letto	s107	19		5	has_legs	ece	costituito_da_gambe
bed	furniture	letto	s107	19		6	has_a_mattress	ece	costituito_dal_materasso
pineapple	fruit	ananas	s107	20		1	a_fruit	ch	frutto
pineapple	fruit	ananas	s107	20		2	grows_in_warm_climates	sl	tropicale
pineapple	fruit	ananas	s107	20		3	has_a_hard_skin	ece	con_scorza_dura
pineapple	fruit	ananas	s107	20		4	is_yellow_inside	esi	di_colore_giallo
pineapple	fruit	ananas	s107	20		5	has_green_leaves_on_top	ece	con_foglie_verdi_poste_in_cima
pear	fruit	pera	s107	21		1	a_fruit	ch	frutto
pear	fruit	pera	s107	21		2	is_small	ese	di_piccole_dimensioni
pear	fruit	pera	s107	21		3	is_yellow	ese	di_colore_giallo
pear	fruit	pera	s107	21		4	is_dark	ese	con_buccia_più_scura
leg	bodypart	gamba	s107	22		1	a_limb	ch	arto
leg	bodypart	gamba	s107	22		2	a_lower_limb	ch	arto_inferiore
leg	bodypart	gamba	s107	22		3	a_body_part	ch	parte_di_un_corpo
leg	bodypart	gamba	s107	22		4	used_for_moving	sf	serve_per_muoversi
leg	bodypart	gamba	s107	22		5	has_different_parts	ece	costituita_da_varie_parti
leg	bodypart	gamba	s107	22		6	has_a_thigh	ece	costituita_da_coscia
leg	bodypart	gamba	s107	22		7	has_a_knee	ece	costituita_da_ginocchio
leg	bodypart	gamba	s107	22		8	has_a_calf	ece	costituita_da_polpaccio
bridge	building	ponte	s107	23		1	a_structure	ch	struttura
bridge	building	ponte	s107	23		2	made_of_concrete	em	in_cemento
bridge	building	ponte	s107	23		3	made_of_different_materials	em	in_altri_materiali_resistenti
bridge	building	ponte	s107	23		4	used_by_people	sp	serve_per_il_transito_di_persone_da_una_parte_all'altra_di_un_fiume
tongs	implement	pinze	s107	24		1	a_tool	ch	strumento
tongs	implement	pinze	s107	24		2	used_for_working	sf	di_lavoro_manuale
tongs	implement	pinze	s107	24		3	made_of_steel	em	in_acciaio
spinach	vegetable	spinaci	s107	25		1	a_vegetable	ch	ortaggio
spinach	vegetable	spinaci	s107	25		2	is_edible	sa	commestibile
spinach	vegetable	spinaci	s107	25		3	is_green	ese	di_colore_verde
spinach	vegetable	spinaci	s107	25		4	has_small_leaves	ece	dalle_foglie_piccole
bear	mammal	orso	s108	1		1	an_animal	ch	animale
bear	mammal	orso	s108	1		2	is_agressive	iep	aggressivo
bear	mammal	orso	s108	1		3	beh_-_likes_honey	eb	adora_il_miele
bear	mammal	orso	s108	1		4	is_large	ese	molto_grosso
peas	vegetable	piselli	s108	2		1	a_legume	ch	legumi
peas	vegetable	piselli	s108	2		2	is_small	ese	molto_piccoli
peas	vegetable	piselli	s108	2		3	is_green	ese	verdi
peas	vegetable	piselli	s108	2		4	is_edible	sa	si_mangiano
paintbrush	implement	pennello	s108	3		1	a_tool	ch	strumento
paintbrush	implement	pennello	s108	3		2	has_a_handle	ece	formato_da_un_bastoncino
paintbrush	implement	pennello	s108	3		3	has_bristles	ece	formato_da_peli
paintbrush	implement	pennello	s108	3		4	used_for_painting	sf	si_usa_per_pitturare
paintbrush	implement	pennello	s108	3		5	used_by_artists	sp	lo_usano_gli_artisti
shoes	clothing	scarpe	s108	4		1	an_object	ch	sono_oggetti
shoes	clothing	scarpe	s108	4		2	is_useful	ie	utili
shoes	clothing	scarpe	s108	4		3	worn_for_walking	sf	si_usano_per_camminare
shoes	clothing	scarpe	s108	4		4	different_shapes	ese	possono_essere_di_diverse_forme
ship	vehicle	nave	s108	5		1	a_vehicle	ch	un_mezzo
ship	vehicle	nave	s108	5		2	used_for_transportation	sf	di_trasporto
ship	vehicle	nave	s108	5		3	used_on_ocean	sl	marittimo
ship	vehicle	nave	s108	5		4	different_kinds	eq	ce_ne_sono_di_diversi_tipi
ship	vehicle	nave	s108	5		5	different_sizes	ese	possono_avere_grandezze_diverse
ship	vehicle	nave	s108	5		6	used_for_navigation	sf	ci_permette_di_viaggiare_per_mare
sparrow	bird	passero	s108	6		1	a_bird	ch	un_volatile
sparrow	bird	passero	s108	6		2	is_common	ie	molto_comune
sparrow	bird	passero	s108	6		3	beh_-_eats_worms	eb	si_ciba_di_vermi
sparrow	bird	passero	s108	6		4	beh_-_eats_bugs	eb	si_ciba_di_insetti
sparrow	bird	passero	s108	6		5	is_not_a_mammal	in	non_è_un_mammifero
onion	vegetable	cipolla	s108	7		1	a_vegetable	ch	un_ortaggio
onion	vegetable	cipolla	s108	7		2	is_edible	sa	commestibile
onion	vegetable	cipolla	s108	7		3	is_edible	sa	usata_in_molte_ricette
onion	vegetable	cipolla	s108	7		4	grows_underground	sl	si_trova_sottoterra
sword	implement	spada	s108	8		1	a_tool	ch	strumento
sword	implement	spada	s108	8		2	has_a_pointed_end	ese	appuntito
sword	implement	spada	s108	8		3	is_ancient	st	era_usata_anticamente
sword	implement	spada	s108	8		4	is_dangerous	iep	può_essere_pericolosa
sword	implement	spada	s108	8		5	used_for_war	eae	era_usata_come_arma_da_guerra
airplane	vehicle	aeroplano	s108	9		1	a_vehicle	ch	mezzo
airplane	vehicle	aeroplano	s108	9		2	used_for_transportation	sf	di_trasporto
airplane	vehicle	aeroplano	s108	9		3	used_for_long_travel	sf	ci_permette_di_percorrere_lunghe_distanze_in_breve_tempo
airplane	vehicle	aeroplano	s108	9		4	is_large	ese	molto_grande
airplane	vehicle	aeroplano	s108	9		5	enables_humans_to_fly	ic	permette_all'uomo_di_"volare"
closet	furniture	armadio	s108	10		1	furniture	ch	un_mobile
closet	furniture	armadio	s108	10		2	is_common	ie	molto_comune
closet	furniture	armadio	s108	10		3	used_for_storing_clothing	sf	usato_come_luogo_dove_riporre_i_nostri_vestiti
closet	furniture	armadio	s108	10		4	is_large	ese	molto_grande
closet	furniture	armadio	s108	10		5	made_of_wood	em	di_legno
chair	furniture	sedia	s108	11		1	an_object	ch	un_oggetto
chair	furniture	sedia	s108	11		2	used_for_sitting	sf	usato_per_sedersi
chair	furniture	sedia	s108	11		3	found_in_schools	sl	è_comunissimo_nelle_aule_scolastiche
chair	furniture	sedia	s108	11		4	is_useful	ie	molto_utile
armchair	furniture	poltrona	s108	12		1	furniture	ch	un_mobile
armchair	furniture	poltrona	s108	12		2	is_comfortable	ie	confortevole
armchair	furniture	poltrona	s108	12		3	made_of_leather	em	fatta_di_pelle
armchair	furniture	poltrona	s108	12		4	found_in_living-rooms	sl	si_trova_nel_soggiorno
horse	mammal	cavallo	s108	13		1	an_animal	ch	un_animale
horse	mammal	cavallo	s108	13		2	is_large	ese	molto_grande
horse	mammal	cavallo	s108	13		3	has_4_legs	ece	quadrupede
horse	mammal	cavallo	s108	13		4	used_for_transportation	sf	usato_nell'antichità_come_"mezzo_di_trasporto"
horse	mammal	cavallo	s108	13		5	beh_-_eats_grass	eb	vegetariano
broom	implement	scopa	s108	14		1	has_a_handle	ece	formato_da_un_bastone
broom	implement	scopa	s108	14		2	has_bristles	ece	formato_da_una_spazzola
broom	implement	scopa	s108	14		3	used_for_cleaning	sf	serve_per_pulire
broom	implement	scopa	s108	14		4	made_of_wood	em	di_legno
broom	implement	scopa	s108	14		5	found_in_houses	sl	si_trova_nelle_case
garage	building	garage	s108	15		1	a_place	ch	luogo
garage	building	garage	s108	15		2	used_for_storing_cars	sf	usato_per_parcheggiare_macchine
garage	building	garage	s108	15		3	used_for_storing_motorbikes	sf	usato_per_parcheggiare_motorini
garage	building	garage	s108	15		4	used_for_storing_vehicles	sf	usato_per_parcheggiare_altri_mezzi_di_trasporto
garage	building	garage	s108	15		5	is_useful	ie	molto_utile
garage	building	garage	s108	15		6	is_expensive	iep	molto_costoso
garage	building	garage	s108	15		7	used_for_storing_cars	sf	ti_permette_di_non_girare_a_vuoto_in_cerca_di_un_posto_dove_mettere_la_macchina
orange	fruit	arancia	s108	16		1	a_fruit	ch	un_frutto
orange	fruit	arancia	s108	16		2	tastes_sour	esi	aspra
orange	fruit	arancia	s108	16		3	is_orange	ese	arancione
orange	fruit	arancia	s108	16		4	is_round	ese	rotonda
cherry	fruit	ciliegia	s108	17		1	a_fruit	ch	frutto
cherry	fruit	ciliegia	s108	17		2	has_a_pit	eci	ha_il_nocciolo
cherry	fruit	ciliegia	s108	17		3	is_pink	ese	è_rosa
cherry	fruit	ciliegia	s108	17		4	grows_on_cherry_trees	sl	cresce_sui_ciliegi
comb	implement	pettine	s108	18		1	a_tool	ch	strumento
comb	implement	pettine	s108	18		2	used_by_women	sp	usato_dalle_donne
comb	implement	pettine	s108	18		3	used_for_hair	se	utile_per_pettinarsi_i_capelli
comb	implement	pettine	s108	18		4	made_of_wood	em	in_legno
comb	implement	pettine	s108	18		5	made_of_plastic	em	in_plastica
comb	implement	pettine	s108	18		6	found_in_bathrooms	sl	si_trova_in_bagno
dog	mammal	cane	s108	19		1	an_animal	ch	animale
dog	mammal	cane	s108	19		2	used_for_company	eae	da_compagnia
dog	mammal	cane	s108	19		3	is_man's_best_friend	sr	è_detto_"il_migliore_amico_dell'uomo"
dog	mammal	cane	s108	19		4	a_mammal	ch	un_mammifero
dog	mammal	cane	s108	19		5	different_kinds	eq	vi_sono_diverse_razze
eye	bodypart	occhio	s108	20		1	an_organ	ch	un_organo
eye	bodypart	occhio	s108	20		2	used_for_seeing	sf	ci_permette_di_vedere
eye	bodypart	occhio	s108	20		3	has_different_parts	ece	composto_da_diverse_parti
eye	bodypart	occhio	s108	20		4	is_useful	ie	molto_utile
eye	bodypart	occhio	s108	20		5	used_for_seeing	sf	senza_gli_occhi_non_potremmo_vedere
monkey	mammal	scimmia	s108	21		1	an_animal	ch	animali
monkey	mammal	scimmia	s108	21		2	a_relative_of_humans	cc	simili_agli_uomini
monkey	mammal	scimmia	s108	21		3	is_intelligent	iep	sono_intelligenti
monkey	mammal	scimmia	s108	21		4	a_mammal	ch	sono_mammiferi
monkey	mammal	scimmia	s108	21		5	a_relative_of_humans	cc	noi_discendiamo_dalle_scimmie
woodpecker	bird	picchio	s108	22		1	a_bird	ch	un_volatile
woodpecker	bird	picchio	s108	22		2	lives_on_trees	sl	vive_sugli_alberi
woodpecker	bird	picchio	s108	22		3	beh_-_eats_bugs	eb	si_ciba_di_insetti
woodpecker	bird	picchio	s108	22		4	is_not_a_mammal	in	non_è_un_mammifero
goose	bird	oca	s108	23		1	a_bird	ch	un_volatile
goose	bird	oca	s108	23		2	beh_-_cannot_fly	in	non_sa_volare
goose	bird	oca	s108	23		3	is_not_a_mammal	in	non_è_un_mammifero
goose	bird	oca	s108	23		4	beh_-_lays_eggs	eb	depone_le_uova
train	vehicle	treno	s108	24		1	a_vehicle	ch	è_un_mezzo
train	vehicle	treno	s108	24		2	used_for_transportation	sf	di_trasporto
train	vehicle	treno	s108	24		3	used_on_rail_tracks	se	viaggia_sui_binari
train	vehicle	treno	s108	24		4	requires_a_fare	ic	si_paga_il_biglietto_per_salirci
train	vehicle	treno	s108	24		5	is_fast	iep	è_molto_veloce
corn	vegetable	mais	s108	25		1	a_cereal	ch	è_un_cereale
corn	vegetable	mais	s108	25		2	is_yellow	ese	è_giallo
corn	vegetable	mais	s108	25		3	is_small	ese	è_molto_piccolo
corn	vegetable	mais	s108	25		4	is_edible	sa	è_commestibile
apple	fruit	mela	s109	1		1	a_fruit	ch	è_un_frutto
apple	fruit	mela	s109	1		2	is_edible	sa	è_commestibile
apple	fruit	mela	s109	1		3	is_red	ese	di_colore_rosso
apple	fruit	mela	s109	1		4	is_green	ese	di_colore_verde
apple	fruit	mela	s109	1		5	is_yellow	ese	di_colore_giallo
apple	fruit	mela	s109	1		6	is_round	ese	ha_una_forma_circolare
chemise	clothing	camicia	s109	2		1	clothing	ch	è_un_indumento
chemise	clothing	camicia	s109	2		2	is_closed_with_buttons	sa	viene_chiusa_con_dei_bottoni
chemise	clothing	camicia	s109	2		3	worn_on_torso	sf	si_indossa_nella_parte_alta_del_corpo
chemise	clothing	camicia	s109	2		4	worn_for_covering_torso	sf	copre_busto
chemise	clothing	camicia	s109	2		5	worn_for_covering_arms	sf	copre_braccia
bus	vehicle	autobus	s109	3		1	a_vehicle	ch	è_un_mezzo
bus	vehicle	autobus	s109	3		2	used_for_transportation	sf	di_trasporto
bus	vehicle	autobus	s109	3		3	used_for_travel	sf	ti_permette_di_spostarti_da_un_posto_all'altro
bus	vehicle	autobus	s109	3		4	is_fast	iep	rapidamente
bus	vehicle	autobus	s109	3		5	has_wheels	ece	ha_le_ruote
bus	vehicle	autobus	s109	3		6	used_by_passengers	sp	permette_di_trasportare_più_persone_alla_volta
bus	vehicle	autobus	s109	3		7	requires_an_engine	ic	va_a_motore
seagull	bird	gabbiano	s109	4		1	an_animal	ch	è_un_animale
seagull	bird	gabbiano	s109	4		2	a_bird	ch	è_un_volatile
seagull	bird	gabbiano	s109	4		3	is_white	ese	è_bianco
seagull	bird	gabbiano	s109	4		4	is_medium_sized	ese	è_di_media_grandezza
owl	bird	gufo	s109	5		1	an_animal	ch	è_un_animale
owl	bird	gufo	s109	5		2	a_bird	ch	è_un_volatile
owl	bird	gufo	s109	5		3	beh_-_is_nocturnal	eb	notturno
owl	bird	gufo	s109	5		4	beh_-_eats_mice	eb	si_nutre_di_piccoli_roditori
owl	bird	gufo	s109	5		5	is_medium_sized	ese	è_di_media_grandezza
tower	building	torre	s109	6		1	a_construction	ch	è_una_costruzione
tower	building	torre	s109	6		2	made_of_brick	em	di_mattone
tower	building	torre	s109	6		3	is_tall	ese	è_molto_alta
potato	vegetable	patata	s109	7		1	a_tuber	ch	è_un_tubero
potato	vegetable	patata	s109	7		2	is_edible	sa	è_commestibile
potato	vegetable	patata	s109	7		3	eaten_by_cooking	sa	può_essere_cucinata_in_vari_modi
potato	vegetable	patata	s109	7		4	is_small	ese	non_ha_grandi_dimensioni
finger	bodypart	dito	s109	8		1	a_body_part	ch	è_una_parte_del_corpo
finger	bodypart	dito	s109	8		2	part_of_hand	ew	si_trova_alla_fine_della_mano
finger	bodypart	dito	s109	8		3	used_for_handling	sf	è_utile_per_maneggiare_degli_oggetti
finger	bodypart	dito	s109	8		4	has_a_nail	ece	nella_parte_finale_ha_l'unghia
skyscraper	building	grattacielo	s109	9		1	a_construction	ch	è_una_costruzione
skyscraper	building	grattacielo	s109	9		2	a_dwelling	ch	è_un'abitazione
skyscraper	building	grattacielo	s109	9		3	is_tall	ese	è_molto_alto
skyscraper	building	grattacielo	s109	9		4	used_by_many_people	sp	ospita_tante_persone
hand	bodypart	mano	s109	10		1	a_body_part	ch	è_una_parte_del_corpo
hand	bodypart	mano	s109	10		2	used_for_handling	sf	serve_a_maneggiare_gli_oggetti
hand	bodypart	mano	s109	10		3	extreme_part_of_arm	ew	si_trova_alla_fine_delle_braccia
hand	bodypart	mano	s109	10		4	has_5_fingers	ece	è_composta_da_5_dite
socks	clothing	calzini	s109	11		1	clothing	ch	è_un_indumento
socks	clothing	calzini	s109	11		2	worn_for_keeping_feet_warm	sf	servono_per_tener_caldo_il_piede
socks	clothing	calzini	s109	11		3	different_colours	ese	possono_essere_di_vari_colori
socks	clothing	calzini	s109	11		4	different_sizes	ese	hanno_varie_misure_per_adattarsi_alla_grandezza_del_piede
jacket	clothing	giacca	s109	12		1	clothing	ch	è_un_indumento
jacket	clothing	giacca	s109	12		2	worn_on_the_upper_body	sf	si_indossa_sulla_parte_superiore_del_corpo
jacket	clothing	giacca	s109	12		3	different_colours	ese	di_vari_colori
jacket	clothing	giacca	s109	12		4	different_sizes	ese	di_vari_misure
jacket	clothing	giacca	s109	12		5	worn_for_keeping_arms_warm	sf	serve_a_tener_caldo_braccia
jacket	clothing	giacca	s109	12		6	worn_for_keeping_torso_warm	sf	serve_a_tener_caldo_busto
table	furniture	tavolo	s109	13		1	an_object	ch	è_un_oggetto
table	furniture	tavolo	s109	13		2	has_a_board	ece	piano
table	furniture	tavolo	s109	13		3	used_for_eating_on	sf	sopra_ci_si_può_mangiare
table	furniture	tavolo	s109	13		4	used_for_holding	sf	serve_ad_appoggiare_altri_oggetti
table	furniture	tavolo	s109	13		5	different_sizes	ese	di_varie_misure
table	furniture	tavolo	s109	13		6	different_colours	ese	di_vari_colori
table	furniture	tavolo	s109	13		7	made_of_different_materials	em	di_vari_materiali
sweater	clothing	pullover	s109	14		1	clothing	ch	è_un_indumento
sweater	clothing	pullover	s109	14		2	used_by_wearing	sa	si_indossa
sweater	clothing	pullover	s109	14		3	worn_on_the_upper_body	sf	sulla_parte_superiore_del_corpo
sweater	clothing	pullover	s109	14		4	worn_for_keeping_arms_warm	sf	serve_a_tener_calde_braccia
sweater	clothing	pullover	s109	14		5	worn_for_keeping_torso_warm	sf	serve_a_tener_calde_busto
sweater	clothing	pullover	s109	14		6	different_sizes	ese	di_varie_misure
sweater	clothing	pullover	s109	14		7	different_colours	ese	di_vari_colori
rabbit	mammal	coniglio	s109	15		1	an_animal	ch	è_un_animale
rabbit	mammal	coniglio	s109	15		2	has_long_ears	ece	ha_delle_orecchie_lunghe
rabbit	mammal	coniglio	s109	15		3	a_rodent	ch	è_un_roditore
rabbit	mammal	coniglio	s109	15		4	is_small	ese	è_di_piccola_taglia
rabbit	mammal	coniglio	s109	15		5	is_edible	sa	mangiato
church	building	chiesa	s109	16		1	a_structure	ch	una_struttura
church	building	chiesa	s109	16		2	used_for_praying	sf	dove_si_va_a_pregare
church	building	chiesa	s109	16		3	associated_with_The_House_of_God	eae	simbolo_di_Dio
church	building	chiesa	s109	16		4	has_frescoes	eci	ornata_da_affreschi
church	building	chiesa	s109	16		5	has_an_altar	eci	ha_all'interno_un_altare
church	building	chiesa	s109	16		6	used_for_worshipping	sf	dove_si_celebra_un_rito_(messa)
head	bodypart	testa	s109	17		1	a_body_part	ch	è_una_parte_del_corpo
head	bodypart	testa	s109	17		2	top_part_of_body	ew	si_trova_nella_parte_superiore_del_corpo
head	bodypart	testa	s109	17		3	connected_to_neck	se	è_attaccato_al_collo
head	bodypart	testa	s109	17		4	has_a_brain	eci	contiene_il_cervello
truck	vehicle	camion	s109	18		1	a_vehicle	ch	è_un_mezzo
truck	vehicle	camion	s109	18		2	used_for_transportation	sf	di_trasporto
truck	vehicle	camion	s109	18		3	is_large	ese	è_molto_grande
